pl_name,hostname,pl_orbper,pl_bmasse,pl_rade,st_teff,st_mass,st_rad,disc_year,disc_facility,sy_dist,ra,dec,pl_eqt,pl_dens
HD 191939 b,HD 191939,8.8803256,10.0,3.41,5348.0,0.81,0.94,2020,Transiting Exoplanet Survey Satellite (TESS),53.6089,302.0256247,66.8503014,880.0,1.4
HAT-P-41 b,HAT-P-41,2.69405,378.2177,22.97845,6390.0,2.56,2.05,2012,HATNet,348.185,297.3226523,4.6724124,,
K2-132 b,K2-132,9.1751,155.7367,14.5717,4840.0,1.08,3.85,2017,K2,609.818,182.1662666,-8.7472172,,
Kepler-407 b,Kepler-407,0.6693124,1.93,1.19,5487.0,0.99,1.04,2014,Kepler,338.368,286.0363025,49.6145027,,
Kepler-48 d,Kepler-48,42.8961,7.93,2.04,5194.0,0.88,0.89,2014,Kepler,306.738,299.1393094,40.948939,,5.08
Kepler-223 c,Kepler-223,9.84564,5.1,3.44,,1.125,1.72,2014,Kepler,1859.71,298.3183909,47.2794824,,0.71
TOI-2260 b,TOI-2260,0.3524728,,1.62,5534.0,0.99,0.94,2022,Transiting Exoplanet Survey Satellite (TESS),101.251,247.6669998,49.0467891,2609.0,
WASP-189 b,WASP-189,2.724033,632.47852993,18.14733975,8000.0,2.03,2.36,2020,CHaracterising ExOPlanets Satellite (CHEOPS),99.731,225.686732,-3.0314874,3353.0,0.621987
Kepler-229 b,Kepler-229,6.252972,,2.2,5120.0,,0.728,2014,Kepler,826.265,286.9994758,48.3757867,,
Kepler-26 c,Kepler-26,17.2559,6.2,2.72,3914.0,0.544,0.512,2011,Kepler,335.307,284.9410627,46.5664505,,1.61
Kepler-1821 b,Kepler-1821,16.45809937,,2.59248115,5475.0,0.946,0.884,2021,Kepler,799.699,294.5254573,49.872484,,
AU Mic b,AU Mic,8.46308,,3.95677019,3678.0,0.51,0.744,2020,Transiting Exoplanet Survey Satellite (TESS),9.7221,311.2911369,-31.34245,600.0,
AU Mic c,AU Mic,18.85969,,2.52202066,3678.0,0.51,0.744,2021,Transiting Exoplanet Survey Satellite (TESS),9.7221,311.2911369,-31.34245,459.0,
Kepler-54 b,Kepler-54,8.0109434,,2.1,3705.0,0.51,0.5,2012,Kepler,271.701,294.7739245,43.0561976,,
Kepler-166 b,Kepler-166,7.650254,,2.27,5413.0,,0.742,2014,Kepler,603.53,293.1600977,48.8812074,,
Kepler-51 d,Kepler-51,130.194,7.6,9.7,6018.0,1.04,0.94,2014,Kepler,783.831,296.4797624,49.9376486,381.0,0.046
TOI-1408 b,TOI-1408,4.42587,593.0,25.0,6117.0,1.312,1.53,2023,Transiting Exoplanet Survey Satellite (TESS),139.484,313.5110469,72.5806455,,0.18
TOI-1408 c,TOI-1408,2.1664,7.6,2.22,6117.0,1.312,1.53,2024,Transiting Exoplanet Survey Satellite (TESS),139.484,313.5110469,72.5806455,,3.8
TOI-6038 A b,TOI-6038 A,5.8267311,78.5,6.41,6110.0,1.291,1.648,2025,Transiting Exoplanet Survey Satellite (TESS),179.147,51.6572691,40.8172704,1439.0,1.62
TOI-5322 b,TOI-5322,5.4233207,184.02264765,16.6117094,5692.0,0.998,1.462,2025,Transiting Exoplanet Survey Satellite (TESS),476.899,6.5293373,14.3364283,1350.0,0.22
Kepler-462 b,Kepler-462,84.6866,53.9,3.0,7500.0,1.59,1.57,2016,Kepler,596.625,299.8211502,43.8142793,,9.3
Kepler-324 e,Kepler-324,13.97939968,,2.03862444,5191.0,0.844,0.826,2021,Kepler,501.574,286.4714473,49.6490933,,
Kepler-450 c,Kepler-450,15.413135,,2.62,6197.21,1.19,1.64162,2015,Kepler,455.982,295.4865821,51.0135237,,
Kepler-100 d,Kepler-100,35.3331,3.0,1.61,5825.0,1.08,1.49,2014,Kepler,304.645,291.3861294,41.9901394,,
K2-31 b,K2-31,1.25785,563.83042,11.88154,5280.0,0.91,0.78,2016,K2,110.527,245.4405531,-23.548273,,
K2-66 b,K2-66,5.06963,21.3,2.49,5887.0,1.11,1.67,2016,K2,513.877,331.5266563,-10.7115362,1372.0,7.8
WASP-24 b,WASP-24,2.34121,394.1092,15.46842,6075.0,1.43,1.42,2010,SuperWASP,322.114,227.2154975,2.343286,,
K2-117 b,K2-117,1.2916,,2.03,3778.0,0.54,0.51,2017,K2,101.632,133.8557342,10.4692176,868.0,
K2-117 c,K2-117,5.444017,,2.06,3778.0,0.54,0.51,2017,K2,101.632,133.8557342,10.4692176,537.0,
Kepler-1749 b,Kepler-1749,14.53409958,,1.61301783,3957.0,0.551,0.553,2021,Kepler,268.2,290.2945805,45.5645196,,
Kepler-1321 d,Kepler-1321,5.720920086,,2.62843782,3640.0,0.513,0.503,2021,Kepler,769.146,294.528597,46.6408737,,
Kepler-1855 b,Kepler-1855,0.727330983,,1.216205,3460.0,0.385,0.356,2021,Kepler,,283.4018628,41.5161554,,
Kepler-90 i,KOI-351,14.44912,,1.32,6015.0,1.12,1.29,2017,Kepler,848.254,284.4334642,49.3051239,709.0,
KOI-351 d,KOI-351,59.73667,,2.87,6080.0,1.2,1.2,2013,Kepler,848.254,284.4334642,49.3051239,,
K2-19 b,K2-19,7.9222,32.4,7.0,5322.0,0.88,0.82,2015,K2,289.827,174.9602543,0.603596,,
K2-19 c,K2-19,11.8993,10.8,4.1,5322.0,0.88,0.82,2015,K2,289.827,174.9602543,0.603596,,
K2-19 d,K2-19,2.5081,10.0,1.11,5322.0,0.88,0.82,2016,K2,289.827,174.9602543,0.603596,,
TOI-1203 b,TOI-1203,4.1572888,3.51,1.52,5737.0,0.886,1.179,2025,La Silla Observatory,64.9943,168.2267358,-34.4069371,1361.2,5.48
TOI-1203 d,TOI-1203,25.502672,7.39,2.918,5737.0,0.886,1.179,2025,Transiting Exoplanet Survey Satellite (TESS),64.9943,168.2267358,-34.4069371,743.6,1.63
TOI-2000 b,TOI-2000,3.09833,11.0,2.7,5611.0,1.082,1.134,2023,Transiting Exoplanet Survey Satellite (TESS),175.713,146.3970631,-66.6866307,1488.0,3.07
TOI-2000 c,TOI-2000,9.127055,81.7,8.14,5611.0,1.082,1.134,2023,Transiting Exoplanet Survey Satellite (TESS),175.713,146.3970631,-66.6866307,1038.0,0.829
Kepler-1826 b,Kepler-1826,1.615360022,,1.47519116,3821.0,0.49,0.486,2021,Kepler,336.952,292.7700072,48.8998469,,
Kepler-11 d,Kepler-11,22.6845,7.3,3.12,5663.0,0.961,1.065,2010,Kepler,646.346,297.1150949,41.9091092,,1.28
Kepler-102 f,Kepler-102,27.453592,4.3,0.861,4909.0,0.803,0.724,2014,Kepler,107.796,281.4824731,47.2078263,495.0,37.0
KOI-13 b,KOI-13,1.763588,2949.4624,16.948008,7650.0,1.72,1.74,2011,Kepler,519.096,286.9713876,46.8682463,2550.0,3.6
KOI-1831 d,Kepler-324,34.169,2.23,1.13,5233.0,0.901,0.835,2021,Kepler,501.574,286.4714473,49.6490933,475.0,9.95
Kepler-128 c,Kepler-128,22.8,3.38,1.521,6072.0,1.184,1.659,2013,Kepler,396.379,282.4922622,43.9802442,,5.237935
KOI-351 e,KOI-351,91.93913,,2.66,6080.0,1.2,1.2,2013,Kepler,848.254,284.4334642,49.3051239,,
KOI-351 c,KOI-351,8.719375,,1.19,6080.0,1.2,1.2,2013,Kepler,848.254,284.4334642,49.3051239,,
KOI-351 b,KOI-351,7.008151,,1.31,6080.0,1.2,1.2,2013,Kepler,848.254,284.4334642,49.3051239,,
KOI-351 f,KOI-351,124.9144,,2.88,6080.0,1.2,1.2,2013,Kepler,848.254,284.4334642,49.3051239,,
TRAPPIST-1 b,TRAPPIST-1,1.510826,1.374,1.116,2566.0,0.0898,0.1192,2016,La Silla Observatory,,346.6263919,-5.0434618,,5.441939
TRAPPIST-1 c,TRAPPIST-1,2.421937,1.308,1.097,2566.0,0.0898,0.1192,2016,La Silla Observatory,,346.6263919,-5.0434618,,5.463993
TRAPPIST-1 d,TRAPPIST-1,4.049219,0.388,0.788,2566.0,0.0898,0.1192,2016,La Silla Observatory,,346.6263919,-5.0434618,,4.366784
TRAPPIST-1 e,TRAPPIST-1,6.101013,0.692,0.92,2566.0,0.0898,0.1192,2017,Multiple Observatories,,346.6263919,-5.0434618,,4.901605
TRAPPIST-1 f,TRAPPIST-1,9.20754,1.039,1.045,2566.0,0.0898,0.1192,2017,Multiple Observatories,,346.6263919,-5.0434618,,5.022904
TRAPPIST-1 g,TRAPPIST-1,12.352446,1.321,1.129,2566.0,0.0898,0.1192,2017,Multiple Observatories,,346.6263919,-5.0434618,,5.055986
TRAPPIST-1 h,TRAPPIST-1,18.772866,0.326,0.755,2566.0,0.0898,0.1192,2017,Multiple Observatories,,346.6263919,-5.0434618,,4.16278
TOI-2141 b,TOI-2141,18.261608,20.1,3.147,5635.0,0.896,0.95,2023,Transiting Exoplanet Survey Satellite (TESS),77.682,258.7623456,18.3403449,728.0,3.54
TIC 257060897 b,TIC 257060897,3.66003639,201.50321004,17.26183028,5993.0,1.187,1.863,2021,Transiting Exoplanet Survey Satellite (TESS),505.703,227.5321527,72.7103128,1775.0,0.215
K2-108 b,K2-108,4.733999,,5.33,5599.0,1.17,1.76,2017,K2,477.295,123.3818484,16.419516,1360.0,
EPIC 211945201 b,EPIC 211945201,19.49221,,5.76,6069.0,1.17,1.39,2018,K2,181.69,136.5741931,19.4020565,817.0,
K2-216 b,K2-216,2.1748,8.0,1.75,4503.0,0.7,0.72,2018,K2,115.461,11.4802354,6.3470302,1103.0,8.2
K2-24 c,K2-24,42.3391,15.4,7.5,5625.0,1.07,1.16,2016,K2,170.562,242.5734559,-24.9906029,,0.2
WASP-10 b,WASP-10,3.0927616,1001.12,12.106,4675.0,0.75,0.698,2008,SuperWASP,140.998,348.9930457,31.4627508,1370.0,4.14
WASP-178 b,WASP-178,3.3448285,527.5978,20.28829,9360.0,2.07,1.67,2019,WASP-South,427.678,227.270329,-42.7049658,2470.0,0.37
WASP-185 b,WASP-185,9.38755,311.4734,14.01125,5900.0,1.12,1.5,2019,WASP-South,279.35,214.0595791,-19.5423062,1160.0,0.66
WASP-148 b,WASP-148,8.803809,91.21675281,8.47398941,5555.0,0.954,0.912,2020,SuperWASP-North,246.353,254.1305022,44.3025361,,0.831
K2-389 c,K2-389,20.851337,,2.04,5782.0,0.802,1.084,2022,K2,259.208,355.6304152,-9.7135814,,
K2-229 c,K2-229,8.32727,,2.03,5315.0,0.87,0.79,2018,K2,102.564,186.8729195,-6.7218474,750.0,
Kepler-487 c,Kepler-487,38.6519976,,2.68,5444.0,0.91,0.88,2016,Kepler,872.343,295.2872318,41.2220033,,
Kepler-359 d,Kepler-359,77.095691,,4.01,6248.0,,1.086,2014,Kepler,1443.21,293.2936129,42.1963497,,
Kepler-287 c,Kepler-287,44.851896,,3.26,5806.0,,1.032,2014,Kepler,835.86,290.9274282,48.4434588,,
Kepler-122 e,Kepler-122,37.993273,,2.6,6050.0,,1.216,2014,Kepler,1027.45,291.1118647,39.9490248,,
Kepler-967 b,Kepler-967,13.22713379,,2.35,5178.0,0.84,0.8,2016,Kepler,568.546,286.5580128,38.4052418,,
Kepler-33 b,Kepler-33,5.66793,,1.74,5904.0,1.291,1.82,2011,Kepler,1209.16,289.0775348,46.0051696,,
Kepler-1752 b,Kepler-1752,56.35850143,,4.54060463,5446.0,0.824,0.821,2021,Kepler,962.888,290.8541401,51.2227435,,
Kepler-176 d,Kepler-176,25.751974,,2.51,5232.0,,0.891,2014,Kepler,527.321,294.6679021,43.8532104,,
Kepler-678 b,Kepler-678,7.27503724,,5.14,5520.0,0.94,0.91,2016,Kepler,1826.15,295.4552577,50.4945093,,
Kepler-58 e,Kepler-58,4.45814897,,1.61,6100.0,1.017,1.083,2023,Kepler,969.252,296.3586251,39.1152033,1212.0,
Kepler-52 c,Kepler-52,16.3850021,45.4,1.84,4075.0,0.54,0.52,2012,Kepler,321.542,286.7380152,49.9757383,,
Kepler-80 f,Kepler-80,0.9867873,,1.21,4540.0,0.73,0.678,2016,Kepler,369.451,296.1125759,39.9787451,,
Kepler-164 c,Kepler-164,10.945723,,2.73,5888.0,,1.148,2014,Kepler,890.758,287.7808115,47.6298453,,
Kepler-281 c,Kepler-281,36.337373,,5.31,5723.0,,0.899,2014,Kepler,1745.45,294.1081465,44.7706524,,
L 98-59 b,L 98-59,2.253114,0.46,0.837,3415.0,0.2923,0.3155,2019,Transiting Exoplanet Survey Satellite (TESS),10.6194,124.5328604,-68.3144658,620.0,4.3
WASP-21 b,WASP-21,4.322482,95.345,11.99,,,,2010,SuperWASP,258.426,347.4928024,18.3961597,,0.32
Kepler-967 c,Kepler-967,198.7112502,,3.65,5178.0,0.84,0.8,2016,Kepler,568.546,286.5580128,38.4052418,,
Kepler-522 b,Kepler-522,38.58422849,,6.91,6392.0,1.54,1.98,2016,Kepler,639.239,288.153973,44.0688154,,
Kepler-733 b,Kepler-733,20.83424726,,2.82,5418.0,0.9,0.86,2016,Kepler,916.706,293.0181882,45.9147063,,
Kepler-903 c,Kepler-903,62.9228557,,2.53,5682.0,0.98,0.97,2016,Kepler,1369.24,288.7710137,40.6641771,,
Kepler-138 b,Kepler-138,10.3134,0.07,0.64,3841.0,0.535,0.535,2014,Kepler,66.8624,290.3814122,43.2930645,452.0,1.7
Kepler-51 c,Kepler-51,85.312,4.0,9.0,6018.0,1.04,0.94,2012,Kepler,783.831,296.4797624,49.9376486,439.0,0.03
Kepler-53 c,Kepler-53,38.5583038,36.0,3.17,5858.0,0.98,0.89,2012,Kepler,1366.07,290.4617926,40.5624966,,
Kepler-136 c,Kepler-136,16.399235,,1.99,6165.0,,1.355,2014,Kepler,420.818,296.4673039,42.5987984,,
Kepler-83 b,Kepler-83,9.77,,2.83,,0.66,0.61,2012,Kepler,400.409,282.2325197,43.6655662,,
Kepler-957 b,Kepler-957,5.907413537,,5.5,4963.0,0.81,0.75,2016,Kepler,824.688,290.1563633,48.818971,,
WASP-4 b,WASP-4,1.338230994,381.3940884,15.12091496,,0.899,0.912,2007,SuperWASP,267.206,353.5629149,-42.0617794,1653.0,0.647184
Kepler-25 b,Kepler-25,6.238297,8.7,2.748,,1.165,1.316,2011,Kepler,243.249,286.6383905,39.4879038,,2.32
KOI-1843.03,Kepler-974,0.1768913,8.0,0.61,3584.0,0.46,0.45,2013,Kepler,134.311,285.0131082,40.2209547,,
Kepler-87 c,Kepler-87,191.2318,6.4,6.14,5600.0,1.1,1.82,2013,Kepler,1232.9,297.9168433,46.9651146,403.0,0.152
Kepler-1868 b,Kepler-1868,211.0339966,,3.14950109,4658.0,0.743,0.686,2021,Kepler,274.18,293.2983733,43.5558025,,
Kepler-1720 b,Kepler-1720,12.70639992,,3.21585295,5573.0,0.939,0.839,2021,Kepler,629.445,296.8086813,47.1718557,,
Kepler-245 b,Kepler-245,7.49019,,2.57,5100.0,,0.795,2014,Kepler,861.527,291.6389972,42.4363482,,
Kepler-108 c,Kepler-108,190.323494,,8.18,5854.0,,2.192,2014,Kepler,338.732,294.5589885,46.0623952,,
Kepler-46 d,Kepler-46,6.766589,,1.64,5309.0,,0.79,2014,Kepler,777.06,289.2687388,42.6041819,,
Kepler-79 c,Kepler-79,27.4029,5.9,3.72,6174.0,1.165,1.302,2012,Kepler,1020.72,300.5171067,44.3815508,,0.62
Kepler-27 c,Kepler-27,31.3309,4385.87,4.9,5400.0,0.65,0.59,2011,Kepler,1044.36,292.2367608,41.085871,,
TIC 88785435 b,TIC 88785435,10.508843,,5.03,3998.0,0.724,0.911,2025,Transiting Exoplanet Survey Satellite (TESS),122.386,224.2838576,-30.8800273,635.0,
Kepler-83 d,Kepler-83,5.169796,,1.94,4648.0,,0.594,2014,Kepler,400.409,282.2325197,43.6655662,,
Kepler-1002 b,Kepler-1002,4.336429331,,1.71,6144.0,1.22,1.57,2016,Kepler,408.303,293.0794629,43.073677,,
Kepler-139 b,Kepler-139,15.771044,,2.94,5594.0,,1.3,2014,Kepler,391.038,282.3919451,43.8894167,,
Kepler-911 b,Kepler-911,20.310501,,2.6,6112.0,1.34,1.99,2016,Kepler,556.168,298.5891948,40.7506921,,
Kepler-1569 b,Kepler-1569,5.79180156,,1.68,6319.0,1.25,1.4,2016,Kepler,945.454,292.2046748,37.2212065,,
K2-24 b,K2-24,20.88977,19.0,5.4,5625.0,1.07,1.16,2016,K2,170.562,242.5734559,-24.9906029,,0.64
K2-291 b,K2-291,2.225177,6.49,1.589,5520.0,0.934,0.899,2019,K2,90.0562,76.44594,21.548199,,8.84
K2-18 b,K2-18,32.939623,8.92,2.37,3457.0,0.359,0.411,2015,K2,38.0266,172.560141,7.5878315,284.0,4.11
TOI-2580 b,TOI-2580,3.39775,200.23189641,17.37392009,6120.0,1.33,1.81,2024,Transiting Exoplanet Survey Satellite (TESS),379.253,62.1992072,67.1165264,2410.0,0.22
HD 106315 c,HD 106315,21.05704,15.2,4.35,6327.0,1.091,1.296,2017,K2,109.353,183.4724742,-0.3934357,886.0,1.01
K2-62 b,K2-62,6.67199,,2.02,4455.0,0.67,0.696,2016,K2,112.467,334.3645089,-12.1874776,666.0,
K2-189 b,K2-189,2.58812,,1.403,5442.0,0.85,0.879,2018,K2,242.113,203.6214411,-15.0365158,1203.0,
K2-220 b,K2-220,13.68186,,2.37,5612.0,0.91,1.026,2018,K2,233.514,12.7700071,9.5167694,761.0,
K2-389 b,K2-389,8.58289,,2.33,5773.0,0.99,1.094,2022,K2,259.208,355.6304152,-9.7135814,932.0,
K2-101 b,K2-101,14.6762429,,2.0,4927.0,0.82,0.76,2016,K2,188.33,130.3439097,18.9338205,618.0,
CoRoT-6 b,CoRoT-6,8.886593,940.74,13.068,6090.0,1.05,1.025,2009,CoRoT,645.294,281.0725563,6.6632062,1017.0,2.32
Kepler-1721 b,Kepler-1721,4.592380047,,3.11856756,5351.0,0.89,0.796,2021,Kepler,641.374,283.5441984,45.2256548,,
WASP-46 b,WASP-46,1.43036763,607.0553,13.159366,5600.0,0.828,0.858,2011,SuperWASP,375.31,318.7370122,-55.8718634,1636.0,1.467
Kepler-57 c,Kepler-57,11.6,6.86,2.196,5187.9,0.859,0.826,2012,Kepler,644.14,293.6413146,44.6570692,,3.528714
Kepler-978 b,Kepler-978,49.6221509,,2.99,6002.0,1.07,1.09,2016,Kepler,682.522,286.7107166,43.0433585,,
KOI-94 e,KOI-94,54.32031,35.0,6.56,6182.0,1.277,1.52,2013,Kepler,477.052,297.3330716,41.8911186,584.0,0.6
Kepler-221 b,Kepler-221,2.795906,,1.71,5243.0,,0.821,2014,Kepler,385.231,296.6547477,46.8352242,,
PH2 b,PH2,282.52542,87.08498352,9.33708092,5734.0,0.966,0.949,2013,Kepler,343.863,289.7636212,51.962683,295.1,0.58
Kepler-725 b,Kepler-725,39.64372,,10.8,5395.0,0.95,0.88,2016,Kepler,758.469,283.9774949,44.8115613,514.0,
TOI-2322 b,TOI-2322,11.30717,2.31,0.994,4664.0,0.703,0.662,2025,Transiting Exoplanet Survey Satellite (TESS),59.861,116.9731027,-71.0019671,603.1,12.75
TOI-6303 b,TOI-6303,9.485236,2493.0,11.59,3977.0,0.644,0.609,2025,Transiting Exoplanet Survey Satellite (TESS),152.219,46.7806502,40.147174,541.0,8.82
TOI-6330 b,TOI-6330,6.8500246,3179.0,10.89,3539.0,0.531,0.49,2025,Transiting Exoplanet Survey Satellite (TESS),139.042,22.1679816,53.6860778,495.0,13.57
TOI-6054.01,TOI-6054,7.501428,12.5,2.64,6047.0,1.107,1.662,2024,Transiting Exoplanet Survey Satellite (TESS),79.407,56.337007,60.350917,1360.0,3.7
TOI-6054.02,TOI-6054,12.563636,9.3,2.82,6047.0,1.107,1.662,2024,Transiting Exoplanet Survey Satellite (TESS),79.407,56.337007,60.350917,1143.0,2.25
Kepler-103 b,Kepler-103,15.9653287,11.67,3.4857,6047.0,1.212,1.492,2014,Kepler,494.832,288.9845512,40.0644857,,1.52
Kepler-103 c,Kepler-103,179.60978,58.47,5.4539,6047.0,1.212,1.492,2014,Kepler,494.832,288.9845512,40.0644857,,1.98
Kepler-278 b,Kepler-278,30.1556,56.0,3.955,4965.0,1.227,2.861,2014,Kepler,443.03,290.1072124,38.7022694,586.0,5.0
Kepler-278 c,Kepler-278,51.111,34.9,3.268,4965.0,1.227,2.861,2014,Kepler,443.03,290.1072124,38.7022694,492.0,5.5
Kepler-391 b,Kepler-391,7.4175,1100.0,2.5,5038.0,1.27,2.879,2014,Kepler,869.236,290.6218844,51.0573453,930.0,380.0
Kepler-391 c,Kepler-391,20.501,450.0,2.88,5038.0,1.27,2.879,2014,Kepler,869.236,290.6218844,51.0573453,662.0,400.0
Kepler-11 e,Kepler-11,31.9996,8.0,4.19,5663.0,0.961,1.065,2010,Kepler,646.346,297.1150949,41.9091092,,0.58
K2-335 b,K2-335,12.283211,,2.21,6222.0,1.23,1.33,2021,K2,557.993,129.3896679,16.5220648,949.0,
TOI-4638.01,TOI-4638,10.283918787,,2.933,5700.0,1.02,0.895,2024,Transiting Exoplanet Survey Satellite (TESS),168.248,12.8206627,12.7879858,,
V1298 Tau b,V1298 Tau,24.1396,,10.27,,1.101,1.345,2019,K2,108.199,61.331654,20.1570318,677.0,
V1298 Tau c,V1298 Tau,8.24958,,5.59,,1.101,1.345,2019,K2,108.199,61.331654,20.1570318,968.0,
V1298 Tau d,V1298 Tau,12.4032,,6.41,,1.101,1.345,2019,K2,108.199,61.331654,20.1570318,845.0,
V1298 Tau e,V1298 Tau,53.5,321.00669107,9.97599282,4941.0,1.26,1.43,2019,K2,108.199,61.331654,20.1570318,,1.79
Kepler-1998 b,Kepler-1998,3.03267135,,0.6,5640.0,0.962,0.921,2023,Kepler,340.965,283.4291536,47.5923973,1187.0,
Kepler-80 g,Kepler-80,14.64558,,1.13,4540.0,0.83,0.678,2017,Kepler,369.451,296.1125759,39.9787451,418.0,
Kepler-411 b,Kepler-411,3.005156,25.6,2.401,,0.87,0.82,2013,Kepler,153.676,287.6057027,49.5233937,1138.0,10.3
K2-32 b,K2-32,8.992,15.0,5.299,5271.0,0.83,0.86,2016,K2,157.682,252.426008,-19.5430504,837.0,0.55
K2-32 c,K2-32,20.66093,8.1,3.134,5271.0,0.83,0.86,2016,K2,157.682,252.426008,-19.5430504,634.0,1.43
K2-100 b,K2-100,1.6739035,21.8,3.88,5945.0,1.15,1.24,2016,K2,188.959,129.6010863,20.1060074,1841.0,2.04
K2-280 b,K2-280,19.89526,37.1,7.5,5500.0,1.03,1.28,2018,K2,391.537,291.5953596,-22.2477071,787.0,0.48
Kepler-2000 b,Kepler-2000,6.383159135,,2.73,3757.0,0.581,0.576,2023,Kepler,320.588,285.5743032,49.9621218,530.0,
Kepler-204 b,Kepler-204,14.400974,,2.53,5812.0,,1.238,2014,Kepler,686.723,285.347162,41.761845,,
Kepler-54 d,Kepler-54,20.995694,,1.53,4252.0,,0.554,2014,Kepler,271.701,294.7739245,43.0561976,,
Kepler-1222 b,Kepler-1222,1.916944254,,0.79,5239.0,0.84,0.8,2016,Kepler,415.218,294.889616,49.3798215,,
WASP-29 b,WASP-29,3.92273,73.1009,8.63093,4800.0,0.77,0.79,2010,SuperWASP,87.5953,357.8791976,-39.9071215,,
Kepler-561 b,Kepler-561,58.3620495,,6.96,5646.0,0.96,0.94,2016,Kepler,621.378,293.7471107,45.1071981,,
Kepler-114 b,Kepler-114,5.188549,,1.26,4605.0,,0.667,2014,Kepler,259.533,294.121482,48.3497977,,
Kepler-276 b,Kepler-276,14.12841,,2.87,6105.0,,1.046,2014,Kepler,1144.86,293.568197,39.0363123,,
HAT-P-32 b,HAT-P-32,2.1500082,216.1244,22.19382,6001.0,1.132,1.367,2011,HATNet,289.205,31.0427614,46.6878512,1835.7,0.108
Kepler-400 c,Kepler-400,17.340824,,1.49,5886.0,,1.145,2014,Kepler,845.97,290.9444679,40.4800528,,
Kepler-229 c,Kepler-229,16.068638,,4.92,5120.0,,0.728,2014,Kepler,826.265,286.9994758,48.3757867,,
Kepler-1783 b,Kepler-1783,8.277440071,,1.31946731,5129.0,0.887,1.781,2021,Kepler,264.078,297.0210984,41.3771655,,
Kepler-1624 b,Kepler-1624,3.290304518,,5.7,3636.0,0.5,0.47,2016,Kepler,258.979,292.5798564,37.3762616,,
LHS 1678 c,LHS 1678,3.694284,,0.941,3490.0,0.345,0.329,2021,Transiting Exoplanet Survey Satellite (TESS),19.8782,68.1789866,-39.7908744,,
Kepler-117 b,Kepler-117,18.7959228,29.875,8.059,6150.0,1.129,1.606,2014,Kepler,1455.57,288.7930651,48.040176,984.0,0.3
Kepler-33 e,Kepler-33,31.7844,,4.02,5904.0,1.291,1.82,2011,Kepler,1209.16,289.0775348,46.0051696,,
Kepler-852 b,Kepler-852,44.9309804,,2.54,6100.0,1.19,1.16,2016,Kepler,1619.03,297.3915863,48.5606875,,
Kepler-444 e,Kepler-444,7.743493,,0.546,5046.0,0.758,0.752,2015,Kepler,36.4396,289.7528323,41.631884,,
Kepler-350 c,Kepler-350,17.849,6.1,3.1,,1.0,1.25,2013,Kepler,956.859,285.4195845,39.7061009,,
Kepler-219 b,Kepler-219,4.585512,,2.95,5786.0,,1.491,2014,Kepler,787.07,288.7389481,46.7625929,,
Kepler-1985 b,Kepler-1985,3.42064689,,2.27,5370.0,0.877,0.966,2023,Kepler,,293.5663715,42.1325825,1129.0,
K2-36 b,K2-36,1.422614,4.3,1.43,4916.0,0.79,0.718,2016,K2,109.749,169.4490102,3.8665038,1328.0,8.0
K2-36 c,K2-36,5.340888,7.9,3.2,4916.0,0.79,0.718,2016,K2,109.749,169.4490102,3.8665038,854.0,1.3
K2-110 b,K2-110,13.86375,15.9,2.592,5010.0,0.738,0.713,2017,K2,116.474,207.3497402,-12.2849182,638.0,5.02
K2-3 c,K2-3,24.646729,2.68,1.582,3844.0,0.549,0.546,2015,K2,44.0727,172.3353708,-1.4551364,371.8,3.7
K2-3 d,K2-3,44.55603,2.2,1.458,3844.0,0.549,0.546,2015,K2,44.0727,172.3353708,-1.4551364,305.2,
GJ 9827 b,GJ 9827,1.208974,4.28,1.44,4236.0,0.62,0.58,2017,K2,29.661,351.7717763,-1.2853435,1035.01,7.858
WASP-47 b,WASP-47,4.159151,374.0,12.86,,1.058,1.156,2012,SuperWASP,264.78,331.203092,-12.019067,,
WASP-47 e,WASP-47,0.78961,9.0,1.83,,1.058,1.156,2015,K2,264.78,331.203092,-12.019067,,
K2-98 b,K2-98,10.1367349,34.00763955,5.06645928,6260.0,1.246,1.518,2016,K2,518.625,126.4882114,11.5110933,1185.0,1.4
K2-180 b,K2-180,8.865663,11.41003981,2.46597575,5365.0,0.735,0.719,2018,K2,203.896,126.4643579,10.246577,797.5,4.16
K2-261 b,K2-261,11.6334681,68.96876432,9.26982704,5490.0,1.107,1.663,2018,K2,213.283,163.0323119,0.493167,1036.0,0.473
K2-265 b,K2-265,2.36902,7.3418362,1.70824866,5420.0,0.901,0.92,2018,K2,138.671,342.0316493,-14.4947789,1366.0,7.9
K2-199 b,K2-199,3.2253993,6.9,1.73,4491.0,0.711,0.682,2018,K2,107.518,208.9014508,-6.1360833,913.0,7.2
TOI-4773 b,TOI-4773,1.7452851,1687.66884117,15.22179579,6740.0,1.452,1.55,2025,Transiting Exoplanet Survey Satellite (TESS),492.888,114.9426489,-21.4856184,2255.0,2.63
TOI-5261 b,TOI-5261,4.1509768,3651.84839643,11.60129502,5790.0,1.037,1.021,2025,Transiting Exoplanet Survey Satellite (TESS),377.054,305.4585453,19.4358468,1244.0,12.9
TOI-5350 b,TOI-5350,7.581367,2094.48920213,12.41955062,6220.0,1.167,1.263,2025,Transiting Exoplanet Survey Satellite (TESS),277.419,74.4023015,21.6019759,1195.0,6.03
